player,nation,pos,team,age,league,playing time_min,performance_gls,performance_ast,performance_crdy,performance_crdr,performance_tklw,performance_int,performance_crs,standard_sot,performance_saves,performance_ga,performance_cs
José Luis Gayà,es ESP,DF,Valencia,30,ESP-La Liga,2448,1,2,6,1,44,23,88,3,,,
José Luis Morales,es ESP,MF,Levante,38,ESP-La Liga,363,1,1,1,0,5,3,11,4,,,
Dodi Lukebakio,be BEL,MF,Sevilla,27,ESP-La Liga,180,1,0,0,0,0,1,10,1,,,
Andriy Lunin,ua UKR,GK,Real Madrid,26,ESP-La Liga,540,0,0,0,1,0,0,0,0,16,7,1
Iker Luque,es ESP,DF,Atlético Madrid,20,ESP-La Liga,28,1,0,0,0,0,0,0,2,,,
Zito Luvumbo,ao ANG,"FW,MF",Mallorca,23,ESP-La Liga,508,0,2,2,0,0,0,19,7,,,
Carlos Macià,es ESP,MF,Villarreal,16,ESP-La Liga,83,0,0,1,0,0,2,0,0,,,
Pablo Maffeo,es ESP,DF,Mallorca,28,ESP-La Liga,2662,1,2,11,0,34,33,85,1,,,
Aitor Mañas,es ESP,FW,Alavés,22,ESP-La Liga,122,0,0,0,0,2,1,0,1,,,
Marcão,br BRA,DF,Sevilla,29,ESP-La Liga,938,1,0,5,1,4,4,1,2,,,
José María Giménez,uy URU,DF,Atlético Madrid,30,ESP-La Liga,1178,0,1,3,0,12,15,0,3,,,
Mariano,do DOM,FW,Alavés,31,ESP-La Liga,288,0,0,1,0,1,0,3,3,,,
Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,20,ESP-La Liga,1,0,0,0,0,0,0,0,0,,,
Pablo Marín,es ESP,MF,Real Sociedad,22,ESP-La Liga,1502,0,1,2,0,18,9,17,4,,,
Rafa Marín,es ESP,DF,Villarreal,23,ESP-La Liga,1979,1,0,1,0,22,20,0,1,,,
Tomas Marques,es ESP,MF,Barcelona,18,ESP-La Liga,11,0,0,0,0,0,0,0,0,,,
Unai Marrero,es ESP,GK,Real Sociedad,23,ESP-La Liga,90,0,0,1,0,0,0,0,0,7,1,0
Carlos Martín,es ESP,"MF,FW",Rayo Vallecano,23,ESP-La Liga,450,0,0,1,0,7,0,8,4,,,
Gerard Martín,es ESP,DF,Barcelona,23,ESP-La Liga,2119,0,0,6,0,29,31,14,4,,,
Iván Martín,es ESP,MF,Girona,26,ESP-La Liga,2532,0,1,5,1,39,17,15,5,,,
Jon Martin,es ESP,DF,Real Sociedad,19,ESP-La Liga,2250,2,0,6,0,16,35,0,5,,,
Mario Martín,es ESP,"MF,FW",Getafe,21,ESP-La Liga,2125,2,1,11,0,32,16,13,6,,,
Arnau Martinez,es ESP,"DF,MF",Girona,22,ESP-La Liga,2666,2,3,6,0,39,37,50,4,,,
Daniel Martinez,es ESP,DF,Atlético Madrid,21,ESP-La Liga,90,0,0,0,0,0,1,1,0,,,
Joaquín Martínez Gauna,es ESP,"MF,DF",Sevilla,22,ESP-La Liga,1408,2,3,1,0,20,8,88,8,,,
Pablo Martínez,es ESP,MF,Levante,27,ESP-La Liga,1857,1,5,3,0,10,19,87,4,,,
Ramón Martínez,es ESP,DF,Sevilla,22,ESP-La Liga,102,0,0,0,0,0,1,0,0,,,
Toni Martínez,es ESP,FW,Alavés,28,ESP-La Liga,2714,14,3,2,0,15,4,14,36,,,
Omar Mascarell,gq EQG,"MF,DF",Mallorca,32,ESP-La Liga,2239,2,2,5,0,28,35,6,3,,,
Franco Mastantuono,ar ARG,"MF,FW",Real Madrid,17,ESP-La Liga,1037,1,0,5,1,12,3,31,7,,,
Alan Matturro,uy URU,DF,Levante,20,ESP-La Liga,947,1,1,0,1,13,6,0,1,,,
Neal Maupay,fr FRA,FW,Sevilla,28,ESP-La Liga,865,2,1,2,0,1,1,4,7,,,
Borja Mayoral,es ESP,FW,Getafe,28,ESP-La Liga,1058,4,1,0,0,5,4,6,7,,,
Kylian Mbappé,fr FRA,FW,Real Madrid,26,ESP-La Liga,2599,25,5,4,0,1,3,26,63,,,
Brais Méndez,es ESP,"MF,FW",Real Sociedad,28,ESP-La Liga,1660,6,2,4,1,18,8,62,16,,,
Rodrigo Mendoza,es ESP,MF,Atlético Madrid,20,ESP-La Liga,434,0,1,2,0,3,0,2,2,,,
Rodrigo Mendoza,es ESP,"MF,FW",Elche,20,ESP-La Liga,794,1,0,4,0,9,5,17,2,,,
Batista Mendy,fr FRA,MF,Sevilla,25,ESP-La Liga,1617,1,0,6,0,23,18,5,5,,,
Ferland Mendy,fr FRA,DF,Real Madrid,30,ESP-La Liga,207,0,0,0,0,1,2,0,0,,,
Nobel Mendy,sn SEN,DF,Rayo Vallecano,20,ESP-La Liga,1797,2,0,9,2,15,23,6,3,,,
Alejandro Mestanza,es ESP,MF,Getafe,20,ESP-La Liga,71,0,0,0,0,1,0,4,0,,,
Georges Mikautadze,ge GEO,FW,Villarreal,24,ESP-La Liga,2109,13,6,1,0,4,5,21,32,,,
Éder Militão,br BRA,DF,Real Madrid,27,ESP-La Liga,1139,2,1,2,0,16,10,1,9,,,
Luis Milla,es ESP,MF,Getafe,30,ESP-La Liga,3271,1,10,5,1,33,42,225,4,,,
Pere Milla,es ESP,"MF,FW",Espanyol,32,ESP-La Liga,1973,7,1,6,1,24,18,36,21,,,
Óscar Mingueza,es ESP,MF,Celta Vigo,26,ESP-La Liga,1968,1,4,4,0,20,9,68,5,,,
Bojan Miovski,mk MKD,FW,Girona,26,ESP-La Liga,44,0,0,0,0,0,0,0,0,,,
Rafa Mir,es ESP,"FW,MF",Elche,28,ESP-La Liga,1803,8,0,4,0,7,4,19,36,,,
Johan Mojica,co COL,DF,Mallorca,32,ESP-La Liga,2724,0,4,6,1,30,24,133,2,,,
Horaţiu Moldovan,ro ROU,GK,Oviedo,27,ESP-La Liga,180,0,0,0,0,0,0,0,0,4,4,0
Alberto Moleiro,es ESP,MF,Villarreal,21,ESP-La Liga,2478,10,5,4,0,21,14,31,20,,,
Nahuel Molina,ar ARG,"DF,MF",Atlético Madrid,27,ESP-La Liga,1331,2,2,4,0,24,14,49,4,,,
Jon Moncayola,es ESP,MF,Osasuna,27,ESP-La Liga,3016,0,4,9,0,26,27,142,5,,,
Jano Monserrate,es ESP,MF,Atlético Madrid,19,ESP-La Liga,23,0,0,0,0,2,0,3,1,,,
Jorge Montes,es ESP,DF,Getafe,21,ESP-La Liga,27,0,0,0,0,2,0,2,0,,,
Diego Morcillo,es ESP,FW,Alavés,22,ESP-La Liga,10,0,0,0,0,0,0,1,0,,,
Javi Morcillo,es ESP,MF,Atlético Madrid,19,ESP-La Liga,172,0,0,2,0,4,3,0,0,,,
Álex Moreno,es ESP,DF,Girona,32,ESP-La Liga,2559,0,3,5,0,28,29,66,5,,,
Gerard Moreno,es ESP,FW,Villarreal,33,ESP-La Liga,1343,10,0,0,0,8,3,11,16,,,
Matias Moreno,ar ARG,DF,Levante,21,ESP-La Liga,2252,0,0,8,0,25,38,3,0,,,
Tete Morente,es ESP,MF,Elche,28,ESP-La Liga,929,1,1,1,0,11,11,46,1,,,
Mateu Morey,es ESP,"DF,MF",Mallorca,25,ESP-La Liga,704,1,0,2,0,8,6,14,2,,,
Ilaix Moriba,gn GUI,MF,Celta Vigo,22,ESP-La Liga,2495,2,3,8,0,42,24,2,5,,,
Manu Morlanes,es ESP,MF,Mallorca,26,ESP-La Liga,1765,3,0,5,1,30,19,11,4,,,
Raúl Moro,es ESP,MF,Osasuna,22,ESP-La Liga,625,0,2,0,0,0,1,28,0,,,
Santiago Mouriño,uy URU,DF,Villarreal,23,ESP-La Liga,2377,1,2,11,1,64,29,6,3,,,
Abdul Mumin,gh GHA,DF,Rayo Vallecano,27,ESP-La Liga,79,0,0,0,0,0,2,0,0,,,
Aihen Muñoz,es ESP,DF,Real Sociedad,27,ESP-La Liga,848,1,0,1,0,18,5,24,2,,,
Iker Muñoz,es ESP,MF,Osasuna,22,ESP-La Liga,952,0,0,5,0,7,12,6,4,,,
Javier Muñoz,es ESP,"MF,FW",Getafe,30,ESP-La Liga,551,0,0,0,0,5,6,11,6,,,
Víctor Muñoz,es ESP,"MF,FW",Osasuna,22,ESP-La Liga,2656,6,2,3,0,13,10,99,31,,,
Vedat Muriqi,xk KVX,FW,Mallorca,31,ESP-La Liga,3128,23,1,4,1,3,3,6,50,,,
Juan Musso,ar ARG,GK,Atlético Madrid,31,ESP-La Liga,720,0,0,2,0,0,0,0,0,22,13,3
Natan,br BRA,DF,Real Betis,24,ESP-La Liga,2807,0,0,8,0,17,37,1,1,,,
Pau Navarro,es ESP,DF,Villarreal,20,ESP-La Liga,1921,0,0,4,0,35,18,2,2,,,
Roberto Navarro,es ESP,MF,Athletic Club,23,ESP-La Liga,1307,6,1,1,0,10,7,74,10,,,
Martim Neto,pt POR,MF,Elche,22,ESP-La Liga,1347,2,5,3,0,12,2,33,4,,,
Yvan Neyou,cm CMR,MF,Getafe,28,ESP-La Liga,67,0,0,2,0,0,0,0,0,,,
Cyril Ngonge,be BEL,MF,Espanyol,25,ESP-La Liga,424,0,2,4,0,3,4,26,4,,,
Tanguy Nianzou,fr FRA,DF,Sevilla,23,ESP-La Liga,655,0,0,5,1,10,4,0,0,,,
Randy Nteka,ao ANG,FW,Rayo Vallecano,27,ESP-La Liga,374,3,0,3,0,4,0,0,6,,,
Álvaro Núñez,es ESP,"DF,MF",Elche,25,ESP-La Liga,1647,0,2,2,0,15,15,60,0,,,
Álvaro Núñez,es ESP,"DF,MF",Celta Vigo,25,ESP-La Liga,328,0,0,0,0,1,1,1,1,,,
Unai Núñez,es ESP,DF,Valencia,28,ESP-La Liga,911,0,0,3,0,11,11,4,1,,,
Ørjan Nyland,no NOR,GK,Sevilla,34,ESP-La Liga,450,0,0,1,0,0,0,0,0,11,8,1
Allan Nyom,cm CMR,DF,Getafe,37,ESP-La Liga,523,0,1,6,1,6,1,8,1,,,
Jan Oblak,si SVN,GK,Atlético Madrid,32,ESP-La Liga,2700,0,0,0,0,0,0,0,0,75,31,11
Job Ochieng',ke KEN,MF,Real Sociedad,22,ESP-La Liga,93,0,0,0,0,1,1,3,0,,,
Álvaro Odriozola,es ESP,DF,Real Sociedad,29,ESP-La Liga,201,1,0,0,0,1,1,3,1,,,
Javier Olaizola,es ESP,DF,Mallorca,18,ESP-La Liga,51,0,0,0,0,1,0,3,0,,,
Olasagasti,es ESP,MF,Levante,24,ESP-La Liga,1734,1,5,2,1,15,14,106,9,,,
Dani Olmo,es ESP,MF,Barcelona,27,ESP-La Liga,2067,7,8,1,0,23,14,28,21,,,
Tani Oluwaseyi,ca CAN,FW,Villarreal,25,ESP-La Liga,901,2,2,1,0,5,1,3,7,,,
Luis Orejuela,,DF,Mallorca,,ESP-La Liga,90,0,0,0,0,0,1,2,0,,,
Aimar Oroz,es ESP,"MF,FW",Osasuna,23,ESP-La Liga,2139,0,2,6,0,18,8,32,4,,,
Ángel Ortíz,es ESP,DF,Real Betis,21,ESP-La Liga,584,0,0,1,0,19,1,19,0,,,
Asier Osambela,es ESP,DF,Osasuna,21,ESP-La Liga,343,1,0,1,1,2,4,4,3,,,
Azzedine Ounahi,ma MAR,MF,Girona,25,ESP-La Liga,1760,5,2,6,0,15,16,41,19,,,
Mikel Oyarzabal,es ESP,FW,Real Sociedad,28,ESP-La Liga,2710,15,4,3,0,20,5,21,36,,,
Jon Pacheco,es ESP,DF,Alavés,24,ESP-La Liga,1735,0,0,5,1,16,11,4,1,,,
Alex Padilla,es ESP,GK,Athletic Club,21,ESP-La Liga,90,0,0,0,1,0,0,0,0,4,4,0
César Palacios,es ESP,MF,Real Madrid,20,ESP-La Liga,86,0,0,0,0,2,3,1,0,,,
Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,30,ESP-La Liga,2248,3,3,10,1,12,3,105,15,,,
Diego Pampín,es ESP,DF,Levante,25,ESP-La Liga,534,0,0,3,0,5,5,14,0,,,
Victor Parada,es ESP,DF,Alavés,23,ESP-La Liga,2146,0,3,9,1,14,9,31,3,,,
Aitor Paredes,es ESP,DF,Athletic Club,25,ESP-La Liga,1630,2,0,4,0,12,26,1,4,,,
Daniel Parejo,es ESP,MF,Villarreal,36,ESP-La Liga,1392,1,0,3,0,29,14,39,1,,,
Thomas Partey,gh GHA,MF,Villarreal,32,ESP-La Liga,934,0,0,1,0,6,13,3,2,,,
Alfonso Pedraza,es ESP,DF,Villarreal,29,ESP-La Liga,1689,1,3,8,0,31,29,84,3,,,
Pedri,es ESP,MF,Barcelona,22,ESP-La Liga,2104,2,9,2,1,33,24,12,10,,,
Adrià Pedrosa,es ESP,"DF,MF",Sevilla,27,ESP-La Liga,6,0,0,0,0,0,0,3,0,,,
Adrià Pedrosa,es ESP,"DF,MF",Elche,27,ESP-La Liga,1090,1,1,4,0,19,16,51,3,,,
Iñaki Peña,es ESP,GK,Elche,26,ESP-La Liga,1440,0,0,0,0,0,0,0,0,55,28,4
Nicolas Pépé,ci CIV,"MF,FW",Villarreal,30,ESP-La Liga,2393,8,8,4,0,21,15,71,25,,,
Peque,es ESP,"MF,FW",Sevilla,22,ESP-La Liga,982,2,1,7,0,8,1,28,6,,,
Ángel Pérez,es ESP,"MF,DF",Alavés,22,ESP-La Liga,1288,1,3,4,0,13,9,85,4,,,
Ayoze Pérez,es ESP,FW,Villarreal,32,ESP-La Liga,1124,5,4,4,0,11,3,9,11,,,
Francisco Perez,es ESP,"MF,FW",Rayo Vallecano,22,ESP-La Liga,1237,2,1,4,0,10,2,48,8,,,
Joselu Pérez,es ESP,DF,Getafe,21,ESP-La Liga,22,0,0,0,0,0,0,0,0,,,
Nacho Pérez,es ESP,DF,Levante,16,ESP-La Liga,148,0,0,1,0,1,2,0,0,,,
Léo Pétrot,fr FRA,DF,Elche,28,ESP-La Liga,1572,0,0,2,1,22,17,16,0,,,
Charles Pickel,cd COD,MF,Espanyol,28,ESP-La Liga,707,1,0,4,2,6,6,2,4,,,
Thiago Pinar,es ESP,MF,Real Madrid,17,ESP-La Liga,592,0,2,2,0,4,7,0,2,,,
Lander Pinillos,es ESP,MF,Alavés,21,ESP-La Liga,2,0,0,0,0,0,0,1,0,,,
Yéremy Pino,es ESP,MF,Villarreal,22,ESP-La Liga,159,0,1,0,0,1,3,12,1,,,
Portu,es ESP,"FW,MF",Girona,33,ESP-La Liga,474,0,0,2,0,1,2,18,5,,,
Beñat Prados,es ESP,MF,Athletic Club,24,ESP-La Liga,85,0,0,1,0,2,2,0,0,,,
Abdón Prats,es ESP,FW,Mallorca,32,ESP-La Liga,143,0,0,0,0,0,0,1,2,,,
Javi Puado,es ESP,"MF,FW",Espanyol,27,ESP-La Liga,674,2,0,2,0,2,3,21,9,,,
Marc Pubill,es ESP,DF,Atlético Madrid,22,ESP-La Liga,1381,1,1,2,0,15,18,8,4,,,
Aleksa Puric,rs SRB,DF,Atlético Madrid,22,ESP-La Liga,46,0,0,0,0,0,2,0,0,,,
Dani Raba,es ESP,FW,Valencia,29,ESP-La Liga,270,0,1,0,0,4,4,14,1,,,
Ionuț Radu,ro ROU,GK,Celta Vigo,28,ESP-La Liga,3420,0,0,2,0,0,1,0,0,111,48,10
Ugo Raghouber,fr FRA,MF,Levante,22,ESP-La Liga,706,0,0,1,0,10,15,2,0,,,
Antonio Raillo,es ESP,DF,Mallorca,33,ESP-La Liga,2070,0,1,4,0,13,12,4,1,,,
Largie Ramazani,be BEL,"MF,FW",Valencia,24,ESP-La Liga,1234,6,1,4,0,12,14,27,19,,,
Raphinha,br BRA,"MF,FW",Barcelona,28,ESP-La Liga,1380,13,3,5,0,6,6,72,24,,,
Marcus Rashford,eng ENG,"MF,FW",Barcelona,27,ESP-La Liga,1763,8,7,3,0,8,2,121,29,,,
Giacomo Raspadori,it ITA,FW,Atlético Madrid,25,ESP-La Liga,236,0,1,1,0,1,0,9,3,,,
Andrei Ratiu,ro ROU,DF,Rayo Vallecano,27,ESP-La Liga,2807,0,4,9,0,44,39,105,9,,,
Raúl,es ESP,FW,Osasuna,24,ESP-La Liga,1041,7,1,2,1,13,7,9,23,,,
Abde Rebbach,dz ALG,"MF,DF",Alavés,26,ESP-La Liga,1496,1,4,8,0,21,16,109,12,,,
Federico Redondo,ar ARG,MF,Elche,22,ESP-La Liga,179,0,0,0,1,2,5,0,0,,,
Alejandro Rego,es ESP,MF,Athletic Club,22,ESP-La Liga,1279,1,1,6,0,20,21,6,3,,,
Alberto Reina,es ESP,MF,Oviedo,27,ESP-La Liga,2462,4,1,6,1,18,19,52,11,,,
Vitor Reis,br BRA,DF,Girona,19,ESP-La Liga,3138,1,1,9,1,32,35,0,4,,,
Álex Remiro,es ESP,GK,Real Sociedad,30,ESP-La Liga,3330,0,0,1,0,1,1,0,0,99,60,3
Oriol Rey,es ESP,MF,Levante,27,ESP-La Liga,1319,0,1,4,0,12,12,8,1,,,
Diego Rico,es ESP,DF,Getafe,32,ESP-La Liga,1758,0,0,4,0,29,33,66,1,,,
Clemens Riedel,de GER,DF,Espanyol,22,ESP-La Liga,1396,0,1,5,0,14,11,3,1,,,
Hugo Rincón,es ESP,DF,Girona,22,ESP-La Liga,1750,1,1,4,0,33,5,35,2,,,
Luis Rioja,es ESP,MF,Valencia,31,ESP-La Liga,2624,3,6,1,0,25,17,152,5,,,
Rodrigo Riquelme,es ESP,MF,Real Betis,25,ESP-La Liga,821,1,1,2,0,11,5,22,7,,,
Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,29,ESP-La Liga,253,0,0,0,0,0,2,2,0,,,
Joel Roca,es ESP,"MF,FW",Girona,20,ESP-La Liga,1473,3,1,4,1,11,2,33,16,,,
Marc Roca,es ESP,MF,Real Betis,28,ESP-La Liga,2026,1,1,1,0,29,23,10,7,,,
Álvaro Rodríguez,uy URU,FW,Elche,21,ESP-La Liga,2201,7,5,2,0,14,4,10,24,,,
Damián Rodríguez,es ESP,MF,Celta Vigo,22,ESP-La Liga,150,0,0,1,0,0,1,3,0,,,
Dani Rodríguez,es ESP,"FW,MF",Mallorca,37,ESP-La Liga,68,0,0,0,0,1,0,2,0,,,
Guido Rodríguez,ar ARG,MF,Valencia,31,ESP-La Liga,1309,4,0,4,0,27,10,3,5,,,
Javi Rodríguez,es ESP,DF,Celta Vigo,22,ESP-La Liga,2558,0,1,5,0,23,28,1,1,,,
Ricardo Rodríguez,ch SUI,DF,Real Betis,32,ESP-La Liga,1547,0,1,0,0,14,8,15,0,,,
Rodrygo,br BRA,"MF,FW",Real Madrid,24,ESP-La Liga,684,1,3,3,0,8,3,42,11,,,
Leo Román,es ESP,GK,Mallorca,25,ESP-La Liga,2970,0,0,4,0,1,1,0,0,99,50,4
Miguel Román,es ESP,MF,Celta Vigo,22,ESP-La Liga,1311,1,0,3,0,17,12,21,2,,,
Carlos Romero,es ESP,DF,Espanyol,23,ESP-La Liga,3191,6,3,4,0,60,38,89,12,,,
Isaac Romero,es ESP,"FW,MF",Sevilla,25,ESP-La Liga,1484,4,0,6,1,10,5,10,14,,,
Iván Romero,es ESP,"FW,MF",Levante,24,ESP-La Liga,2259,7,1,5,0,22,12,21,18,,,
Zaid Romero,ar ARG,DF,Getafe,25,ESP-La Liga,1349,1,0,5,1,23,28,4,2,,,
Salomón Rondón,ve VEN,FW,Oviedo,35,ESP-La Liga,1032,2,0,2,0,0,1,2,5,,,
Valentin Rosier,fr FRA,"DF,MF",Osasuna,28,ESP-La Liga,2547,1,1,6,1,32,43,46,3,,,
Rubén,es ESP,"DF,MF",Espanyol,24,ESP-La Liga,812,0,1,2,0,10,10,36,1,,,
Antonio Rüdiger,de GER,DF,Real Madrid,32,ESP-La Liga,1490,1,0,0,0,5,4,2,1,,,
Javi Rueda,es ESP,MF,Celta Vigo,23,ESP-La Liga,1404,2,6,6,0,12,20,27,3,,,
Matteo Ruggeri,it ITA,DF,Atlético Madrid,23,ESP-La Liga,1774,0,3,4,0,23,20,86,2,,,
Aitor Ruibal,es ESP,"DF,MF",Real Betis,29,ESP-La Liga,1808,4,2,6,1,32,20,31,12,,,
Abel Ruiz,es ESP,FW,Girona,25,ESP-La Liga,187,0,0,0,0,1,1,2,1,,,
Iñaki Rupérez,es ESP,DF,Real Sociedad,22,ESP-La Liga,1,0,0,0,0,0,0,0,0,,,
Mathew Ryan,au AUS,GK,Levante,33,ESP-La Liga,3240,0,0,4,0,1,1,0,0,124,56,9
Umar Sadiq,ng NGA,FW,Valencia,28,ESP-La Liga,911,4,2,3,0,5,1,5,10,,,
Umar Sadiq,ng NGA,FW,Real Sociedad,28,ESP-La Liga,153,0,0,1,0,0,0,1,0,,,
Jan Salas,es ESP,MF,Mallorca,19,ESP-La Liga,17,0,0,0,0,0,0,0,0,,,
Kike Salas,es ESP,DF,Sevilla,23,ESP-La Liga,2203,2,0,1,0,35,37,10,8,,,
José Salinas,es ESP,DF,Espanyol,24,ESP-La Liga,257,0,0,2,0,2,3,7,0,,,
Oihan Sancet,es ESP,MF,Athletic Club,25,ESP-La Liga,1788,4,0,4,1,14,3,23,15,,,
Álex Sánchez,es ESP,FW,Elche,19,ESP-La Liga,6,0,1,0,0,1,0,0,0,,,
Alexis Sánchez,cl CHI,"FW,MF",Sevilla,36,ESP-La Liga,1308,4,2,3,0,13,7,25,9,,,
Antonio Sánchez,es ESP,"MF,DF",Mallorca,28,ESP-La Liga,1073,0,0,5,1,12,16,29,3,,,
Juanlu Sánchez,es ESP,"MF,DF",Sevilla,21,ESP-La Liga,1990,0,3,6,1,42,11,59,1,,,
Borja Sánchez Laborde,es ESP,MF,Oviedo,29,ESP-La Liga,14,0,0,0,0,0,0,0,0,,,
Manu Sánchez,es ESP,DF,Levante,24,ESP-La Liga,2814,1,2,8,0,54,35,75,4,,,
Selton Sánchez,es ESP,MF,Athletic Club,18,ESP-La Liga,196,0,1,0,0,2,1,0,1,,,
Álex Sancris,es ESP,"MF,FW",Getafe,28,ESP-La Liga,708,0,1,4,1,5,2,59,5,,,
Buba Sangaré,es ESP,"DF,MF",Elche,17,ESP-La Liga,538,0,0,3,0,12,8,12,0,,,
Maroan Sannadi,ma MAR,FW,Athletic Club,24,ESP-La Liga,288,1,0,2,0,1,1,2,4,,,
Baptiste Santamaria,fr FRA,MF,Valencia,30,ESP-La Liga,754,1,1,2,0,5,8,3,2,,,
Yago Santiago,es ESP,MF,Elche,22,ESP-La Liga,281,0,0,1,0,1,1,6,0,,,
Renzo Saravia,ar ARG,DF,Valencia,32,ESP-La Liga,351,0,0,2,0,5,7,1,0,,,
Martin Satriano,uy URU,"FW,MF",Getafe,24,ESP-La Liga,1603,6,1,5,0,13,9,21,14,,,
Taufik Seidu,es ESP,MF,Atlético Madrid,17,ESP-La Liga,23,0,0,1,0,0,0,0,0,,,
Manuel Serrano,es ESP,DF,Real Madrid,21,ESP-La Liga,7,0,0,0,0,0,0,0,0,,,
Nicolás Serrano,es ESP,MF,Athletic Club,22,ESP-La Liga,366,1,0,0,0,5,2,42,4,,,
Kwasi Sibo,gh GHA,MF,Oviedo,27,ESP-La Liga,1681,0,0,3,1,20,14,2,2,,,
André Silva,pt POR,FW,Elche,29,ESP-La Liga,1849,10,0,3,0,8,4,3,29,,,
Giuliano Simeone,ar ARG,"MF,FW",Atlético Madrid,22,ESP-La Liga,2099,4,6,2,0,25,20,48,14,,,
Unai Simón,es ESP,GK,Athletic Club,28,ESP-La Liga,3330,0,0,1,0,0,0,0,0,97,54,6
Antonio Sivera,es ESP,GK,Alavés,28,ESP-La Liga,3420,0,0,3,0,1,0,0,0,97,56,5
Alex Sola,es ESP,"DF,FW",Getafe,26,ESP-La Liga,13,0,0,0,0,0,0,0,0,,,
Carlos Soler,es ESP,MF,Real Sociedad,28,ESP-La Liga,2317,4,3,3,1,22,16,73,19,,,
Jhon Solis,co COL,MF,Girona,20,ESP-La Liga,380,0,0,0,0,3,4,0,2,,,
Manor Solomon,il ISR,MF,Villarreal,26,ESP-La Liga,150,1,1,0,0,1,0,10,1,,,
Hugo Solozabal,es ESP,MF,Getafe,22,ESP-La Liga,11,0,0,0,0,0,0,0,0,,,
David Soria,es ESP,GK,Getafe,32,ESP-La Liga,3420,0,0,2,0,0,0,0,0,115,38,12
Hugo Sotelo,es ESP,MF,Celta Vigo,21,ESP-La Liga,1338,0,2,3,0,16,13,44,1,,,
Djibril Sow,ch SUI,MF,Sevilla,28,ESP-La Liga,2187,5,4,6,0,27,23,22,8,,,
Carl Starfelt,se SWE,DF,Celta Vigo,30,ESP-La Liga,1491,0,0,3,1,16,16,0,1,,,
Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,20,ESP-La Liga,835,9,0,5,0,5,1,5,19,,,
Cristhian Stuani,uy URU,FW,Girona,38,ESP-La Liga,412,5,0,4,0,4,1,0,12,,,
Denis Suárez,es ESP,MF,Alavés,31,ESP-La Liga,1406,1,2,6,0,12,7,41,4,,,
Gabriel Suazo,cl CHI,"DF,MF",Sevilla,27,ESP-La Liga,2096,0,2,7,0,62,29,95,2,,,
Luka Sučić,hr CRO,"MF,FW",Real Sociedad,22,ESP-La Liga,1022,3,1,1,0,8,5,6,7,,,
Williot Swedberg,se SWE,"FW,MF",Celta Vigo,21,ESP-La Liga,1270,5,5,2,0,17,4,8,12,,,
Wojciech Szczęsny,pl POL,GK,Barcelona,35,ESP-La Liga,720,0,0,0,0,0,0,0,0,22,15,0
Alexander Sørloth,no NOR,FW,Atlético Madrid,29,ESP-La Liga,1980,13,0,4,1,7,0,10,35,,,
César Tárrega,es ESP,DF,Valencia,23,ESP-La Liga,2598,0,0,7,0,24,24,1,1,,,
Aurélien Tchouaméni,fr FRA,MF,Real Madrid,25,ESP-La Liga,2615,1,0,8,0,41,45,8,7,,,
Nahuel Tenaglia,ar ARG,DF,Alavés,29,ESP-La Liga,3239,2,0,3,0,43,47,17,8,,,
Arnau Tenas,es ESP,GK,Villarreal,24,ESP-La Liga,900,0,0,0,0,1,0,0,0,30,16,0
Marc-André ter Stegen,de GER,GK,Girona,33,ESP-La Liga,180,0,0,0,0,0,0,0,0,4,2,0
Ramón Terrats,es ESP,MF,Espanyol,24,ESP-La Liga,1030,1,2,0,0,13,11,30,3,,,
Jeremy Toljan,de GER,DF,Levante,30,ESP-La Liga,3164,1,4,8,0,39,31,76,1,,,
Pablo Torre,es ESP,"MF,FW",Mallorca,22,ESP-La Liga,1599,4,4,4,0,17,9,90,12,,,
Jofre Torrents,es ESP,DF,Barcelona,18,ESP-La Liga,50,0,0,0,0,2,0,4,0,,,
Ferrán Torres,es ESP,FW,Barcelona,25,ESP-La Liga,1965,16,2,2,0,6,4,3,37,,,
Lucas Torró,es ESP,MF,Osasuna,31,ESP-La Liga,2293,0,1,6,0,19,30,2,9,,,
Óscar Trejo,ar ARG,MF,Rayo Vallecano,37,ESP-La Liga,144,0,1,2,0,3,0,8,1,,,
Viktor Tsyhankov,ua UKR,"MF,FW",Girona,27,ESP-La Liga,2630,6,5,3,0,22,21,120,21,,,
Kareem Tunde,es ESP,MF,Levante,19,ESP-La Liga,1133,0,1,3,0,11,14,11,3,,,
Beñat Turrientes,es ESP,MF,Real Sociedad,23,ESP-La Liga,1348,0,3,7,0,23,9,9,6,,,
Christantus Uche,ng NGA,FW,Getafe,22,ESP-La Liga,270,1,1,1,0,2,0,1,1,,,
Filip Ugrinic,ch SUI,MF,Valencia,26,ESP-La Liga,1504,0,3,3,0,16,11,56,3,,,
Victor Valdepeñas,es ESP,DF,Real Madrid,18,ESP-La Liga,77,0,0,0,0,3,0,1,0,,,
Óscar Valentín,es ESP,MF,Rayo Vallecano,30,ESP-La Liga,2108,1,0,3,1,43,29,3,4,,,
Germán Valera,es ESP,"MF,DF",Elche,23,ESP-La Liga,2857,4,5,5,1,40,23,104,8,,,
