Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani
Alexis Sánchez,CHI,"FW,MF",36.0,Sevilla,ESP-La Liga,1308,14.53,4,2,0.28,0.14,9,25,13,7,3,0,0.0,0.0,0.0,95,40
Alexis Vossah,FRA,MF,17.0,Toulouse,FRA-Ligue 1,1092,12.13,1,1,0.08,0.08,2,6,7,7,5,1,0.0,0.0,0.0,85,40
Alexsandro Ribeiro,BRA,DF,25.0,Lille,FRA-Ligue 1,509,5.66,0,0,0.0,0.0,2,1,9,11,0,1,0.0,0.0,0.0,85,70
Alfon,ESP,MF,26.0,Villarreal,ESP-La Liga,645,7.17,2,0,0.28,0.0,10,13,1,3,0,0,0.0,0.0,0.0,95,75
Alfonso Espino,URU,"DF,MF",33.0,Rayo Vallecano,ESP-La Liga,1486,16.51,2,0,0.12,0.0,9,49,33,15,3,0,0.0,0.0,0.0,95,40
Alfonso Pedraza,ESP,DF,29.0,Villarreal,ESP-La Liga,1689,18.77,1,3,0.05,0.16,3,84,31,29,8,0,0.0,0.0,0.0,95,75
Ali Abdi,TUN,"MF,DF",31.0,Nice,FRA-Ligue 1,1187,13.19,3,0,0.23,0.0,4,33,11,10,4,1,0.0,0.0,0.0,85,40
Ali Dembélé,FRA,DF,21.0,Torino,ITA-Serie A,21,0.23,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Ali Demirbilek,TUR,FW,16.0,Antalyaspor,TUR-Super Lig,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Ali Diabaté,CIV,DF,18.0,Samsunspor,TUR-Super Lig,210,2.33,0,1,0.0,0.43,1,0,5,9,2,0,0.0,0.0,0.0,90,40
Ali Emre Yanar,TUR,GK,27.0,Kasımpaşa,TUR-Super Lig,90,1.0,0,0,0.0,0.0,0,0,0,0,0,0,5.0,1.0,0.0,90,40
Ali Houary,MAR,MF,19.0,Elche,ESP-La Liga,123,1.37,0,0,0.0,0.0,0,0,2,1,0,0,0.0,0.0,0.0,95,40
Ali Kalın,TUR,FW,17.0,Gaziantep,TUR-Super Lig,47,0.52,0,0,0.0,0.0,0,1,1,2,0,0,0.0,0.0,0.0,90,40
Ali Karimi,IRN,MF,31.0,Kayserispor,TUR-Super Lig,41,0.46,0,0,0.0,0.0,0,1,2,0,0,0,0.0,0.0,0.0,90,40
Ali Sowe,GAM,FW,31.0,Rizespor,TUR-Super Lig,2284,25.38,8,4,0.32,0.16,17,2,5,3,3,0,0.0,0.0,0.0,90,40
Ali Yavuz Kol,TUR,MF,24.0,Kasımpaşa,TUR-Super Lig,719,7.99,0,0,0.0,0.0,3,44,19,6,3,0,0.0,0.0,0.0,90,40
Ali Yousuf,LBY,DF,24.0,Nantes,FRA-Ligue 1,969,10.77,0,0,0.0,0.0,1,1,7,18,4,0,0.0,0.0,0.0,85,40
Alidu Seidu,GHA,DF,25.0,Rennes,FRA-Ligue 1,1186,13.18,0,1,0.0,0.08,1,11,22,17,1,0,0.0,0.0,0.0,85,40
Alieu Fadera,GAM,FW,23.0,Sassuolo,ITA-Serie A,987,10.97,2,1,0.18,0.09,4,24,23,5,5,0,0.0,0.0,0.0,90,40
Alieu Njie,SWE,"MF,FW",20.0,Torino,ITA-Serie A,299,3.32,1,1,0.3,0.3,3,4,2,0,2,0,0.0,0.0,0.0,90,40
Alimami Gory,MLI,"MF,DF",28.0,Paris FC,FRA-Ligue 1,982,10.91,5,1,0.46,0.09,6,10,11,8,3,0,0.0,0.0,0.0,85,40
Alisson,BRA,GK,32.0,Liverpool,ENG-Premier League,2340,26.0,0,0,0.0,0.0,0,0,0,0,1,0,57.0,8.0,31.0,100,95
Alisson Santos,BRA,"MF,FW",22.0,Napoli,ITA-Serie A,834,9.27,4,0,0.43,0.0,16,42,8,2,1,0,0.0,0.0,0.0,90,90
Aljoscha Kemlein,GER,MF,20.0,Union Berlin,GER-Bundesliga,1959,21.77,0,2,0.0,0.09,2,9,25,18,4,0,0.0,0.0,0.0,90,40
Allan Godói,BRA,DF,32.0,Göztepe,TUR-Super Lig,1858,20.64,0,2,0.0,0.1,2,2,29,34,2,0,0.0,0.0,0.0,90,40
Allan Nyom,CMR,DF,37.0,Getafe,ESP-La Liga,523,5.81,0,1,0.0,0.17,1,8,6,1,6,1,0.0,0.0,0.0,95,40
Allan Saint-Maximin,FRA,MF,28.0,Lens,FRA-Ligue 1,410,4.56,3,3,0.66,0.66,3,24,0,0,0,0,0.0,0.0,0.0,85,70
Almugera Kabar,GER,DF,19.0,Dortmund,GER-Bundesliga,16,0.18,0,0,0.0,0.0,0,2,1,0,0,0,0.0,0.0,0.0,90,95
Alper Demirol,SWE,MF,22.0,Karagümrük,TUR-Super Lig,72,0.8,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Alpha Touré,SEN,MF,19.0,Metz,FRA-Ligue 1,1606,17.84,0,1,0.0,0.06,1,13,23,10,5,0,0.0,0.0,0.0,85,40
Alphonse Areola,FRA,GK,32.0,West Ham,ENG-Premier League,1800,20.0,0,1,0.0,0.05,0,0,0,1,0,0,76.0,0.0,37.0,100,40
Alphonso Davies,CAN,DF,24.0,Bayern Munich,GER-Bundesliga,525,5.83,1,3,0.17,0.51,1,6,6,3,1,0,0.0,0.0,0.0,90,100
Altay Bayındır,TUR,GK,27.0,Manchester Utd,ENG-Premier League,540,6.0,0,0,0.0,0.0,0,0,0,0,0,0,13.0,0.0,11.0,100,85
Altin Zeqiri,KVX,"MF,FW",25.0,Rizespor,TUR-Super Lig,704,7.82,1,0,0.13,0.0,6,27,12,2,3,0,0.0,0.0,0.0,90,40
Alvaro Cortes,ESP,DF,20.0,Barcelona,ESP-La Liga,90,1.0,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,95,100
Alysson Edward,BRA,MF,19.0,Aston Villa,ENG-Premier League,49,0.54,0,0,0.0,0.0,0,2,0,1,0,0,0.0,0.0,0.0,100,80
Amad Diallo,CIV,MF,23.0,Manchester Utd,ENG-Premier League,2341,26.01,2,3,0.08,0.12,23,46,23,15,2,0,0.0,0.0,0.0,100,85
Amadou Cissé,GUI,DF,19.0,Strasbourg,FRA-Ligue 1,90,1.0,0,0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0.0,85,40
Amadou Haidara,MLI,MF,27.0,Lens,FRA-Ligue 1,259,2.88,1,1,0.35,0.35,2,0,0,2,0,0,0.0,0.0,0.0,85,70
Amadou Onana,BEL,MF,23.0,Aston Villa,ENG-Premier League,1758,19.53,2,0,0.1,0.0,7,0,30,19,3,0,0.0,0.0,0.0,100,80
Amady Camara,MLI,FW,20.0,Nantes,FRA-Ligue 1,171,1.9,0,0,0.0,0.0,0,17,3,1,0,0,0.0,0.0,0.0,85,40
Ameen Al-Dakhil,BEL,DF,23.0,Stuttgart,GER-Bundesliga,380,4.22,0,0,0.0,0.0,0,0,3,5,1,0,0.0,0.0,0.0,90,75
Amin Sarr,SWE,"FW,MF",24.0,Hellas Verona,ITA-Serie A,1102,12.24,0,1,0.0,0.08,6,12,9,4,2,1,0.0,0.0,0.0,90,40
Amine Adli,MAR,MF,25.0,Bournemouth,ENG-Premier League,1094,12.16,3,1,0.25,0.08,9,39,17,6,2,0,0.0,0.0,0.0,100,70
Amine Cherni,TUN,MF,24.0,Göztepe,TUR-Super Lig,2996,33.29,0,4,0.0,0.12,6,222,29,21,1,0,0.0,0.0,0.0,90,40
Amine Gouiri,ALG,"FW,MF",25.0,Marseille,FRA-Ligue 1,1326,14.73,8,3,0.54,0.2,17,37,9,3,1,0,0.0,0.0,0.0,85,70
Amine Harit,MAR,MF,28.0,Başakşehir,TUR-Super Lig,1555,17.28,2,3,0.12,0.17,6,34,9,16,3,0,0.0,0.0,0.0,90,75
Amine Sbai,MAR,"MF,FW",24.0,Angers,FRA-Ligue 1,1818,20.2,3,1,0.15,0.05,16,59,10,4,3,1,0.0,0.0,0.0,85,40
Amir Richardson,MAR,MF,23.0,Fiorentina,ITA-Serie A,42,0.47,0,0,0.0,0.0,0,1,1,0,0,0,0.0,0.0,0.0,90,40
Amir Rrahmani,KVX,DF,31.0,Napoli,ITA-Serie A,1795,19.94,2,1,0.1,0.05,4,1,12,22,2,0,0.0,0.0,0.0,90,90
Amorim,BRA,MF,20.0,Genoa,ITA-Serie A,552,6.13,0,0,0.0,0.0,0,16,6,7,1,0,0.0,0.0,0.0,90,40
Amos Pieper,GER,DF,27.0,Werder Bremen,GER-Bundesliga,1502,16.69,0,0,0.0,0.0,2,8,24,26,4,0,0.0,0.0,0.0,90,40
Anastasios Douvikas,GRE,FW,25.0,Como,ITA-Serie A,2273,25.26,14,1,0.55,0.04,30,4,10,4,0,0,0.0,0.0,0.0,90,40
Ander Barrenetxea,ESP,MF,23.0,Real Sociedad,ESP-La Liga,1763,19.59,3,5,0.15,0.26,11,72,18,17,5,0,0.0,0.0,0.0,95,75
Ander Guevara,ESP,MF,28.0,Alavés,ESP-La Liga,654,7.27,1,1,0.14,0.14,1,6,8,9,4,1,0.0,0.0,0.0,95,40
Andoni Gorosabel,ESP,DF,28.0,Athletic Club,ESP-La Liga,1360,15.11,0,1,0.0,0.07,1,55,24,18,3,0,0.0,0.0,0.0,95,75
Andraž Šporar,SVN,FW,31.0,Alanyaspor,TUR-Super Lig,164,1.82,0,0,0.0,0.0,1,1,1,0,0,0,0.0,0.0,0.0,90,40
Andre Gray,JAM,FW,34.0,Karagümrük,TUR-Super Lig,525,5.83,0,0,0.0,0.0,2,5,1,0,0,0,0.0,0.0,0.0,90,40
Andrea Belotti,ITA,FW,31.0,Cagliari,ITA-Serie A,221,2.46,2,0,0.81,0.0,4,1,1,4,0,0,0.0,0.0,0.0,90,40
Andrea Cambiaso,ITA,"MF,DF",25.0,Juventus,ITA-Serie A,2769,30.77,3,4,0.1,0.13,13,123,39,20,3,1,0.0,0.0,0.0,90,85
Andrea Ghion,ITA,MF,25.0,Sassuolo,ITA-Serie A,10,0.11,0,0,0.0,0.0,0,1,1,0,0,0,0.0,0.0,0.0,90,40
Andrea Pinamonti,ITA,FW,26.0,Sassuolo,ITA-Serie A,2552,28.36,9,3,0.32,0.11,30,9,5,2,2,1,0.0,0.0,0.0,90,40
Andreas Christensen,DEN,DF,29.0,Barcelona,ESP-La Liga,409,4.54,0,0,0.0,0.0,2,0,3,2,2,0,0.0,0.0,0.0,95,100
Andreas Gianniotis,GRE,GK,32.0,Kasımpaşa,TUR-Super Lig,2970,33.0,1,0,0.03,0.0,1,0,0,1,4,0,88.0,8.0,49.0,90,40
Andreas Hanche-Olsen,NOR,DF,28.0,Mainz 05,GER-Bundesliga,851,9.46,0,1,0.0,0.11,3,0,5,13,3,0,0.0,0.0,0.0,90,40
Andreas Hountondji,BEN,FW,23.0,St Pauli,GER-Bundesliga,1067,11.86,4,0,0.34,0.0,13,20,0,0,2,0,0.0,0.0,0.0,90,40
Andreas Skov Olsen,DEN,MF,25.0,Wolfsburg,GER-Bundesliga,362,4.02,1,0,0.25,0.0,2,6,1,1,1,0,0.0,0.0,0.0,90,40
Andrei Ratiu,ROU,DF,27.0,Rayo Vallecano,ESP-La Liga,2807,31.19,0,4,0.0,0.13,9,105,44,39,9,0,0.0,0.0,0.0,95,40
Andrej Ilic,SRB,FW,25.0,Union Berlin,GER-Bundesliga,2257,25.08,5,10,0.2,0.4,26,18,3,2,5,0,0.0,0.0,0.0,90,40
Andrej Kramarić,CRO,"MF,FW",34.0,Hoffenheim,GER-Bundesliga,2207,24.52,14,6,0.57,0.24,33,82,5,7,2,0,0.0,0.0,0.0,90,40
Andrew Omobamidele,IRL,DF,23.0,Strasbourg,FRA-Ligue 1,1357,15.08,1,0,0.07,0.0,3,0,4,16,4,0,0.0,0.0,0.0,85,40
Andrey Santos,BRA,MF,21.0,Chelsea,ENG-Premier League,1260,14.0,1,0,0.07,0.0,2,2,21,18,4,0,0.0,0.0,0.0,100,80
Andri Fannar Baldursson,ISL,MF,23.0,Kasımpaşa,TUR-Super Lig,2713,30.14,0,1,0.0,0.03,2,4,48,39,8,0,0.0,0.0,0.0,90,40
Andrias Edmundsson,FRO,DF,24.0,Hellas Verona,ITA-Serie A,1319,14.66,0,0,0.0,0.0,1,4,20,28,3,0,0.0,0.0,0.0,90,40
Andrija Bulatović,MNE,MF,18.0,Lens,FRA-Ligue 1,762,8.47,0,4,0.0,0.47,5,56,21,8,2,0,0.0,0.0,0.0,85,70
Andrija Maksimović,SRB,FW,18.0,RB Leipzig,GER-Bundesliga,93,1.03,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,90,90
Andriy Lunin,UKR,GK,26.0,Real Madrid,ESP-La Liga,540,6.0,0,0,0.0,0.0,0,0,0,0,0,1,16.0,1.0,7.0,95,100
András Schäfer,HUN,MF,26.0,Union Berlin,GER-Bundesliga,1421,15.79,2,1,0.13,0.06,10,18,22,20,2,1,0.0,0.0,0.0,90,40
André,BRA,MF,24.0,Wolves,ENG-Premier League,2762,30.69,1,0,0.03,0.0,1,40,42,25,12,0,0.0,0.0,0.0,100,40
André Almeida,POR,MF,25.0,Valencia,ESP-La Liga,1017,11.3,0,2,0.0,0.18,3,65,11,8,0,0,0.0,0.0,0.0,95,40
André Gomes,POR,MF,32.0,Lille,FRA-Ligue 1,8,0.09,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,70
André Onana,CMR,GK,29.0,Trabzonspor,TUR-Super Lig,2526,28.07,0,1,0.0,0.04,0,1,0,1,3,0,78.0,6.0,34.0,90,90
André Silva,POR,FW,29.0,Elche,ESP-La Liga,1849,20.54,10,0,0.49,0.0,29,3,8,4,3,0,0.0,0.0,0.0,95,40
Andréa Le Borgne,FRA,MF,19.0,Como,ITA-Serie A,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Andrés Antañón,ESP,FW,18.0,Celta Vigo,ESP-La Liga,63,0.7,0,0,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,95,40
Andrés García,ESP,DF,22.0,Aston Villa,ENG-Premier League,86,0.96,0,0,0.0,0.0,0,4,4,0,0,0,0.0,0.0,0.0,100,80
Andy Diouf,FRA,MF,22.0,Inter,ITA-Serie A,583,6.48,1,0,0.15,0.0,4,6,6,1,1,0,0.0,0.0,0.0,90,95
Andy Irving,SCO,MF,25.0,West Ham,ENG-Premier League,158,1.76,0,0,0.0,0.0,0,12,4,1,0,0,0.0,0.0,0.0,100,40
Andy Robertson,SCO,DF,31.0,Liverpool,ENG-Premier League,1176,13.07,1,0,0.08,0.0,3,53,10,7,0,0,0.0,0.0,0.0,100,95
Anfernee Dijksteel,SUR,DF,28.0,Kocaelispor,TUR-Super Lig,2689,29.88,0,0,0.0,0.0,0,17,21,27,2,0,0.0,0.0,0.0,90,40
Ange-Yoan Bonny,CIV,FW,21.0,Inter,ITA-Serie A,1142,12.69,5,4,0.39,0.32,9,6,9,1,1,0,0.0,0.0,0.0,90,95
Angel Gomes,ENG,"MF,FW",24.0,Marseille,ENG-Premier League,1349,14.99,3,0,0.2,0.0,7,19,10,5,5,0,0.0,0.0,0.0,100,70
Angeliño,ESP,MF,28.0,Roma,ITA-Serie A,416,4.62,0,0,0.0,0.0,2,18,7,3,2,0,0.0,0.0,0.0,90,75
Angelo Stiller,GER,MF,24.0,Stuttgart,GER-Bundesliga,2743,30.48,2,5,0.07,0.16,8,105,23,28,1,0,0.0,0.0,0.0,90,75
Angus Gunn,SCO,GK,29.0,Nottingham,ENG-Premier League,45,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,40
Ansgar Knauff,GER,"MF,FW",23.0,Frankfurt,GER-Bundesliga,1326,14.73,4,1,0.27,0.07,14,39,10,9,3,0,0.0,0.0,0.0,90,75
Ansu Fati,ESP,"MF,FW",22.0,Monaco,FRA-Ligue 1,1093,12.14,11,0,0.91,0.0,24,8,9,2,1,0,0.0,0.0,0.0,85,70
Ante Budimir,CRO,FW,34.0,Osasuna,ESP-La Liga,2938,32.64,17,0,0.52,0.0,41,4,16,6,3,0,0.0,0.0,0.0,95,40
Anthony Bermont,FRA,FW,20.0,Lens,FRA-Ligue 1,104,1.16,0,0,0.0,0.0,2,11,1,3,0,0,0.0,0.0,0.0,85,70
Anthony Caci,FRA,MF,28.0,Mainz 05,GER-Bundesliga,519,5.77,0,0,0.0,0.0,0,42,10,3,3,0,0.0,0.0,0.0,90,40
Anthony Dennis,NGA,MF,21.0,Göztepe,TUR-Super Lig,2458,27.31,3,0,0.11,0.0,6,15,32,37,9,0,0.0,0.0,0.0,90,40
Anthony Elanga,SWE,"FW,MF",23.0,Newcastle,ENG-Premier League,1319,14.66,0,1,0.0,0.07,4,83,11,3,0,0,0.0,0.0,0.0,100,75
Anthony Gordon,ENG,FW,24.0,Newcastle,ENG-Premier League,1795,19.94,6,2,0.3,0.1,20,69,13,3,3,1,0.0,0.0,0.0,100,75
Anthony Jung,GER,DF,33.0,Freiburg,GER-Bundesliga,526,5.84,0,0,0.0,0.0,0,0,1,10,2,0,0.0,0.0,0.0,90,40
Anthony Lopes,POR,GK,34.0,Nantes,FRA-Ligue 1,2788,30.98,0,0,0.0,0.0,0,0,1,1,4,0,97.0,6.0,50.0,85,40
Anthony Musaba,NED,MF,24.0,Samsunspor,TUR-Super Lig,2015,22.39,5,5,0.22,0.22,14,68,18,2,4,0,0.0,0.0,0.0,90,40
Anthony Nwakaeme,NGA,MF,36.0,Trabzonspor,TUR-Super Lig,644,7.16,0,2,0.0,0.28,1,38,3,3,1,0,0.0,0.0,0.0,90,90
Anthony Rouault,FRA,DF,24.0,Rennes,FRA-Ligue 1,1724,19.16,1,0,0.05,0.0,3,0,13,18,4,0,0.0,0.0,0.0,85,40
Antoine Bernede,FRA,MF,26.0,Hellas Verona,ITA-Serie A,2301,25.57,1,2,0.04,0.08,4,25,39,16,2,0,0.0,0.0,0.0,90,40
Antoine Griezmann,FRA,FW,34.0,Atlético Madrid,ESP-La Liga,1481,16.46,7,4,0.43,0.24,25,80,9,8,1,0,0.0,0.0,0.0,95,92
Antoine Makoumbou,CGO,MF,27.0,Samsunspor,TUR-Super Lig,2245,24.94,1,1,0.04,0.04,4,5,15,16,8,0,0.0,0.0,0.0,90,40
Antoine Mendy,SEN,DF,21.0,Nice,FRA-Ligue 1,2097,23.3,1,0,0.04,0.0,7,21,35,19,5,0,0.0,0.0,0.0,85,40
Antoine Semenyo,GHA,"MF,FW",25.0,Bournemouth,ENG-Premier League,3195,35.5,17,4,0.48,0.11,41,49,31,12,7,0,0.0,0.0,0.0,100,70
Anton Kade,GER,"MF,FW",21.0,Augsburg,GER-Bundesliga,1743,19.37,6,0,0.31,0.0,21,22,14,13,3,0,0.0,0.0,0.0,90,40
Anton Stach,GER,MF,26.0,Leeds United,ENG-Premier League,2370,26.33,5,3,0.19,0.11,14,155,35,19,3,0,0.0,0.0,0.0,100,40
Antonee Robinson,USA,"DF,MF",27.0,Fulham,ENG-Premier League,1492,16.58,1,0,0.06,0.0,1,77,31,28,5,0,0.0,0.0,0.0,100,40
Antoni Milambo,NED,MF,20.0,Brentford,ENG-Premier League,45,0.5,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,100,40
Antonino Gallo,ITA,DF,25.0,Lecce,ITA-Serie A,3056,33.96,0,4,0.0,0.12,1,134,37,15,3,0,0.0,0.0,0.0,90,40
Antonio Arena,ITA,FW,16.0,Roma,ITA-Serie A,23,0.26,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,75
Antonio Blanco,ESP,MF,25.0,Alavés,ESP-La Liga,3110,34.56,2,3,0.06,0.09,13,30,49,51,9,0,0.0,0.0,0.0,95,40
Antonio Caracciolo,ITA,DF,35.0,Pisa,ITA-Serie A,3073,34.14,2,0,0.06,0.0,6,3,44,57,10,0,0.0,0.0,0.0,90,40
Antonio Nusa,NOR,"FW,MF",20.0,RB Leipzig,GER-Bundesliga,2027,22.52,4,3,0.18,0.13,20,68,14,7,0,0,0.0,0.0,0.0,90,90
Antonio Raillo,ESP,DF,33.0,Mallorca,ESP-La Liga,2070,23.0,0,1,0.0,0.04,1,4,13,12,4,0,0.0,0.0,0.0,95,40
Antonio Rüdiger,GER,DF,32.0,Real Madrid,ESP-La Liga,1490,16.56,1,0,0.06,0.0,1,2,5,4,0,0,0.0,0.0,0.0,95,100
Antonio Sanabria,PAR,FW,29.0,Cremonese,ITA-Serie A,945,10.5,1,1,0.1,0.1,4,2,2,1,2,0,0.0,0.0,0.0,90,40
Antonio Sivera,ESP,GK,28.0,Alavés,ESP-La Liga,3420,38.0,0,0,0.0,0.0,0,0,1,0,3,0,97.0,5.0,56.0,95,40
Antonio Sánchez,ESP,"MF,DF",28.0,Mallorca,ESP-La Liga,1073,11.92,0,0,0.0,0.0,3,29,12,16,5,1,0.0,0.0,0.0,95,40
Antonio Vergara,ITA,MF,22.0,Napoli,ITA-Serie A,612,6.8,1,2,0.15,0.29,3,11,9,4,2,0,0.0,0.0,0.0,90,90
Antoniu,ESP,MF,22.0,Espanyol,ESP-La Liga,289,3.21,0,0,0.0,0.0,1,6,4,2,2,0,0.0,0.0,0.0,95,40
Antony,BRA,"MF,FW",25.0,Real Betis,ESP-La Liga,2447,27.19,8,6,0.29,0.22,34,66,23,22,6,1,0.0,0.0,0.0,95,40
Antonín Kinský,CZE,GK,22.0,Tottenham,ENG-Premier League,630,7.0,0,0,0.0,0.0,0,0,0,0,1,0,10.0,2.0,7.0,100,80
Anıl Çınar,TUR,DF,22.0,Karagümrük,TUR-Super Lig,1103,12.26,2,0,0.16,0.0,2,0,10,14,4,0,0.0,0.0,0.0,90,40
Ao Tanaka,JPN,MF,26.0,Leeds United,ENG-Premier League,1315,14.61,2,0,0.14,0.0,5,39,15,21,1,0,0.0,0.0,0.0,100,40
Arbnor Muja,ALB,MF,26.0,Samsunspor,TUR-Super Lig,50,0.56,0,0,0.0,0.0,0,1,2,0,0,0,0.0,0.0,0.0,90,40
Archie Brown,ENG,"DF,MF",23.0,Fenerbahçe,TUR-Super Lig,1533,17.03,3,2,0.18,0.12,7,85,24,7,5,0,0.0,0.0,0.0,90,100
Archie Gray,ENG,"MF,DF",19.0,Tottenham,ENG-Premier League,1478,16.42,2,2,0.12,0.12,5,12,8,17,5,0,0.0,0.0,0.0,100,80
Arda Güler,TUR,MF,20.0,Real Madrid,ESP-La Liga,2014,22.38,4,9,0.18,0.4,19,129,28,8,1,0,0.0,0.0,0.0,95,100
Arda Kurtulan,ALB,MF,22.0,Göztepe,TUR-Super Lig,2429,26.99,4,2,0.15,0.07,6,53,42,46,7,0,0.0,0.0,0.0,90,40
Arda Kızıldağ,TUR,DF,26.0,Gaziantep,TUR-Super Lig,1764,19.6,1,0,0.05,0.0,4,2,20,28,8,0,0.0,0.0,0.0,90,40
Arda Yavuz,TUR,DF,19.0,Eyüpspor,TUR-Super Lig,68,0.76,0,0,0.0,0.0,0,0,3,1,0,0,0.0,0.0,0.0,90,40
Arda Özyar,TUR,FW,18.0,Kocaelispor,TUR-Super Lig,21,0.23,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Arda Ünyay,TUR,DF,18.0,Galatasaray,TUR-Super Lig,210,2.33,0,0,0.0,0.0,1,0,2,5,0,0,0.0,0.0,0.0,90,100
Ardian Ismajli,ALB,DF,28.0,Torino,ITA-Serie A,1906,21.18,0,1,0.0,0.05,4,8,14,36,5,0,0.0,0.0,0.0,90,40
Ardon Jashari,SUI,MF,23.0,Milan,ITA-Serie A,701,7.79,0,1,0.0,0.13,2,11,11,5,0,0,0.0,0.0,0.0,90,80
Arif Boşluk,TUR,DF,22.0,Konyaspor,TUR-Super Lig,1142,12.69,0,0,0.0,0.0,0,12,35,14,3,0,0.0,0.0,0.0,90,40
Arif Kocaman,TUR,DF,21.0,Kayserispor,TUR-Super Lig,227,2.52,0,0,0.0,0.0,1,0,2,2,0,0,0.0,0.0,0.0,90,40
Arijanet Muric,KVX,GK,26.0,Sassuolo,ITA-Serie A,2880,32.0,0,0,0.0,0.0,0,0,0,0,4,0,118.0,6.0,43.0,90,40
Arijon Ibrahimović,GER,"MF,FW",19.0,Heidenheim,GER-Bundesliga,2169,24.1,2,4,0.08,0.17,19,127,18,23,2,0,0.0,0.0,0.0,90,40
Aritz Elustondo,ESP,DF,31.0,Real Sociedad,ESP-La Liga,720,8.0,0,1,0.0,0.12,2,6,8,10,0,0,0.0,0.0,0.0,95,75
Arkadiusz Milik,POL,FW,31.0,Juventus,ITA-Serie A,36,0.4,0,0,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,90,85
Arkadiusz Pyrka,POL,MF,22.0,St Pauli,GER-Bundesliga,2576,28.62,0,1,0.0,0.03,3,47,24,23,3,0,0.0,0.0,0.0,90,40
Arkaitz Mariezkurrena,ESP,FW,20.0,Real Sociedad,ESP-La Liga,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,75
Armand Lauriente,FRA,FW,26.0,Sassuolo,ITA-Serie A,2592,28.8,7,9,0.24,0.31,26,109,15,7,4,0,0.0,0.0,0.0,90,40
Armando Broja,ALB,FW,23.0,Burnley,ENG-Premier League,860,9.56,1,1,0.1,0.1,6,3,3,3,0,0,0.0,0.0,0.0,100,40
Armel Bella Kotchap,GER,DF,23.0,Hellas Verona,ITA-Serie A,1347,14.97,0,0,0.0,0.0,0,1,12,29,3,0,0.0,0.0,0.0,90,40
Armindo Sieb,GER,FW,22.0,Mainz 05,GER-Bundesliga,548,6.09,2,0,0.33,0.0,6,13,4,0,1,0,0.0,0.0,0.0,90,40
Arnau Martinez,ESP,"DF,MF",22.0,Girona,ESP-La Liga,2666,29.62,2,3,0.07,0.1,4,50,39,37,6,0,0.0,0.0,0.0,95,75
Arnau Tenas,ESP,GK,24.0,Villarreal,ESP-La Liga,900,10.0,0,0,0.0,0.0,0,0,1,0,0,0,30.0,0.0,16.0,95,75
Arnaud Bodart,BEL,GK,27.0,Lille,FRA-Ligue 1,226,2.51,0,0,0.0,0.0,0,0,0,0,0,0,4.0,0.0,3.0,85,70
Arnaud Kalimuendo,FRA,FW,23.0,Frankfurt,ENG-Premier League,1513,16.81,6,1,0.36,0.06,17,17,5,3,4,0,0.0,0.0,0.0,100,75
Arnaud Nordin,FRA,"MF,FW",27.0,Rennes,GER-Bundesliga,1039,11.54,1,2,0.09,0.17,7,33,12,3,1,0,0.0,0.0,0.0,90,40
Arnaut Danjuma,NED,"MF,FW",28.0,Valencia,ESP-La Liga,1628,18.09,3,2,0.17,0.11,14,49,10,2,0,0,0.0,0.0,0.0,95,40
Arne Maier,GER,MF,26.0,Augsburg,GER-Bundesliga,4,0.04,0,0,0.0,0.0,0,1,1,1,0,0,0.0,0.0,0.0,90,40
Aron Dønnum,NOR,MF,27.0,Toulouse,FRA-Ligue 1,2419,26.88,4,4,0.15,0.15,14,140,29,29,10,1,0.0,0.0,0.0,85,40
Arouna Sangante,SEN,DF,23.0,Le Havre,FRA-Ligue 1,2324,25.82,1,1,0.04,0.04,5,8,25,36,4,2,0.0,0.0,0.0,85,40
Arsen Zakharyan,RUS,MF,22.0,Real Sociedad,ESP-La Liga,458,5.09,0,0,0.0,0.0,3,26,6,2,2,0,0.0,0.0,0.0,95,75
Arsenii Batahov,UKR,DF,23.0,Trabzonspor,TUR-Super Lig,2115,23.5,0,2,0.0,0.09,3,4,31,29,1,0,0.0,0.0,0.0,90,90
